ID,Title,Description,Category_title,Geometry_Coordinates_1,Geometry_Coordinates_2,Geometry_Coordinates_3,Geometry_Coordinates_4,Date,Time
EONET_12837,OSF CPT 60 65 66 Rx 0227 Wildfire  Columbia  Florida,,Wildfires,-82.547533  30.314117,,,,2025-02-27,07:37:00
EONET_12835,OCF CPT 7 Rx 0227 Wildfire  Putnam  Florida,,Wildfires,-81.706083  29.4572,,,,2025-02-27,07:14:00
EONET_12809,Wildfire in Australia 1023551,,Wildfires,135.21942548386295  -15.460050308100092,,,,2025-02-26,19:00:00
EONET_12811,Wildfire in Colombia 1023553,,Wildfires,-69.80380791425938  6.322034256238772,,,,2025-02-26,19:00:00
EONET_12812,Wildfire in Venezuela 1023554,,Wildfires,-62.725092140177324  8.791094987031062,,,,2025-02-26,19:00:00
EONET_12844,Wildfire in Australia 1023555,,Wildfires,138.7068490588114  -20.52961253827525,,,,2025-02-26,19:00:00
EONET_12845,Wildfire in Colombia 1023557,,Wildfires,-69.01115210275877  6.056571943380485,,,,2025-02-26,19:00:00
EONET_12772,Chinnabee/Cheaha RX Wildfire  Clay  Alabama,,Wildfires,-85.885277  33.466157,,,,2025-02-26,18:55:00
EONET_12766,OKSLR-HFR-FY25-RX-Wilderness Wildfire  Alfalfa  Oklahoma,,Wildfires,-98.213556  36.786583,,,,2025-02-26,13:38:00
EONET_12769,Two Barrel Wildfire  Liberty  Florida,ANF,Wildfires,-84.9963  30.1792,,,,2025-02-26,12:55:00
EONET_12777,Holly Springs IU 107 1 RX Wildfire  Lafayette  Mississippi,,Wildfires,-89.2994  34.3622,,,,2025-02-26,10:01:00
EONET_12779,Tombigbee CPT 74 75 RX Wildfire  Choctaw  Mississippi,,Wildfires,-89.1246  33.27269,,,,2025-02-26,09:50:00
EONET_12776,RX Barkshed 3 Wildfire  Stone  Arkansas,,Wildfires,-92.293667  36.044967,,,,2025-02-26,09:38:00
EONET_12782,Rx Brown 0560 Wildfire  Brown  Texas,,Wildfires,-98.902  31.643,,,,2025-02-26,09:33:00
EONET_12783,Rx McMullen 0558 Wildfire  McMullen  Texas,,Wildfires,-98.35107056  28.47109036,,,,2025-02-26,09:33:00
EONET_12820,DCNF Comp 76/79 RX Wildfire  Trinity  Texas,,Wildfires,-95.129428  31.250992,,,,2025-02-26,09:20:00
EONET_12774,RX Falling Water - Raspberry Wildfire  Pope  Arkansas,,Wildfires,-92.94525  35.698233,,,,2025-02-26,09:09:00
EONET_12773,RX Private Line Wildfire  Searcy  Arkansas,,Wildfires,-92.915086  35.75125,,,,2025-02-26,09:06:00
EONET_12778,RX CALE C-17 Wildfire  Rapides  Louisiana,,Wildfires,-92.628883  31.232533,,,,2025-02-26,09:05:00
EONET_12819,SHNF Comp 83 RX Wildfire  San Jacinto  Texas,,Wildfires,-95.334  30.622167,,,,2025-02-26,08:50:00
EONET_12775,OSF CPT 131 Rx 0226 Wildfire  Columbia  Florida,,Wildfires,-82.547883  30.404133,,,,2025-02-26,08:26:00
EONET_12771,MIC 03/05 RX Wildfire  Escambia  Alabama,,Wildfires,-86.752368  31.062498,,,,2025-02-26,07:50:00
EONET_12838,Calhoun Co Wildfire  Calhoun  Alabama,Faith Drive,Wildfires,-85.7658333  33.8988889,,,,2025-02-25,22:57:00
EONET_12781,East Table Wildfire  Custer  Nebraska,,Wildfires,-99.728328  41.547555,,,,2025-02-25,21:31:00
EONET_12802,Wildfire in Australia 1023545,,Wildfires,149.45152157902322  -30.942532865512696,,,,2025-02-25,19:00:00
EONET_12765,KC 450 Wildfire  Kimble  Texas,8 miles SE of Junction TX,Wildfires,-99.66921667  30.38541667,,,,2025-02-25,18:30:00
EONET_12822,COLBIN GAP Wildfire  Etowah  Alabama,NEW LIBERTY / WEBSTERS CHAPEL,Wildfires,-85.8861111  33.9580556,,,,2025-02-25,13:04:00
EONET_12785,RX Harvey Mtn East Wildfire  Le Flore  Oklahoma,,Wildfires,-94.86845  34.712217,,,,2025-02-25,09:55:00
EONET_12784,Range 141 Wildfire  El Paso  Colorado,6.63 miles south west of Fountain  Colorado,Wildfires,-104.8106  38.625558,,,,2025-02-25,09:30:00
EONET_12791,Rx Cottle 0536 Wildfire  Cottle  Texas,,Wildfires,-100.3442455  34.11744675,,,,2025-02-25,09:13:00
EONET_12792,RX Kerr 0537 Wildfire  Kerr  Texas,,Wildfires,-99.29375895  30.13073292,,,,2025-02-25,09:13:00
EONET_12793,Rx McMullen 0538 Wildfire  McMullen  Texas,,Wildfires,-98.351056  28.47151854,,,,2025-02-25,09:12:00
EONET_12788,Walt RX Wildfire  Clay  Alabama,,Wildfires,-86.152778  33.170833,,,,2025-02-25,09:03:00
EONET_12787,RX Reeve&#039;s Branch Wildfire  Pope  Arkansas,,Wildfires,-92.902528  35.714619,,,,2025-02-25,08:45:00
EONET_12789,RX Harvey Ridge Wildfire  Scott  Arkansas,,Wildfires,-94.22  34.716389,,,,2025-02-25,08:28:00
EONET_12790,DXS 01/02/03 RX Wildfire  Escambia  Alabama,,Wildfires,-86.745247  31.134602,,,,2025-02-25,07:31:00
EONET_12786,Saw Mill Wildfire  Platte  Wyoming,2 Mile  East of  Wheatland  Wy,Wildfires,-104.92062  42.04107,,,,2025-02-24,19:11:00
EONET_12795,Wildfire in Venezuela 1023542,,Wildfires,-68.14176757456781  8.76770429509867,,,,2025-02-24,19:00:00
EONET_12796,Wildfire in Ethiopia 1023537,,Wildfires,35.96153969595625  10.705370034617072,,,,2025-02-24,19:00:00
EONET_12846,Wildfire in Ethiopia 1023556,,Wildfires,36.28616137264376  11.099954768823263,,,,2025-02-24,19:00:00
EONET_12780,YO Ranch Road Wildfire  Platte  Wyoming,6 Miles SE of Wheatland  Wy,Wildfires,-104.90347  42.000536,,,,2025-02-24,10:18:00
EONET_12794,RX South Ringer Branch Wildfire  Scott  Arkansas,,Wildfires,-93.808056  34.745,,,,2025-02-24,07:57:00
EONET_12797,Wildfire in Senegal 1023539,,Wildfires,-12.686479720554628  13.460777229036738,,,,2025-02-23,19:00:00
EONET_12798,Wildfire in Australia 1023540,,Wildfires,128.18195798040907  -17.582193798972035,,,,2025-02-23,19:00:00
EONET_12853,Wildfire in Liberia  Guinea 1023564,,Wildfires,-9.427060559769606  7.971437753501375,,,,2025-02-23,19:00:00
EONET_12726,RX Harvey Mountain East Wildfire  Le Flore  Oklahoma,,Wildfires,-94.857083  34.723,,,,2025-02-23,09:54:00
EONET_12754,Wildfire in Australia 1023531,,Wildfires,130.2518742727973  -19.338758738207215,,,,2025-02-22,19:00:00
EONET_12803,Wildfire in Mali 1023544,,Wildfires,-6.027762358906355  15.058538175600468,,,,2025-02-22,19:00:00
EONET_12804,Wildfire in Australia 1023547,,Wildfires,146.74406620530675  -37.580056289934426,,,,2025-02-22,19:00:00
EONET_12805,Wildfire in Australia 1023548,,Wildfires,131.31155657622176  -20.42737419501781,,,,2025-02-22,19:00:00
EONET_12730,RX OKWMR Phelan Wildfire  Comanche  Oklahoma,,Wildfires,-98.783392  34.756666,,,,2025-02-22,09:36:00
EONET_12731,Quail RX Wildfire  Cleburne  Alabama,,Wildfires,-85.579133  33.789533,,,,2025-02-22,08:40:00
EONET_12728,Comp 49 RX Wildfire  Bibb  Alabama,,Wildfires,-87.3643  32.913522,,,,2025-02-22,08:03:00
EONET_12721,Wildfire in Mali 1023524,,Wildfires,3.2587400130394113  16.46189435900621,,,,2025-02-21,19:00:00
EONET_12799,Wildfire in Russian Federation 1023541,,Wildfires,131.58541641220148  44.43069133042419,,,,2025-02-21,19:00:00
EONET_12800,Wildfire in Ethiopia 1023538,,Wildfires,33.27263220169747  7.842581874359542,,,,2025-02-21,19:00:00
EONET_12806,Wildfire in Venezuela 1023546,,Wildfires,-63.2585376692452  8.877503108012524,,,,2025-02-21,19:00:00
EONET_12727,Comp 05 RX Wildfire  Tuscaloosa  Alabama,,Wildfires,-87.403333  33.003833,,,,2025-02-21,08:09:00
EONET_12734,LXR Strazulla Rx 0221 Wildfire  Palm Beach  Florida,,Wildfires,-80.25  26.566667,,,,2025-02-21,08:05:00
EONET_12716,Iceberg A85,,Sea and Lake Ice,-48.54  -77.51,-49.4  -76.96,-51.03  -76.66,-53.15  -76.16,2025-02-21,00:00:00
EONET_12717,Iceberg D37,,Sea and Lake Ice,36.34  -69.22,,,,2025-02-21,00:00:00
EONET_12711,Wildfire in Sudan 1023519,,Wildfires,29.97627173054393  7.2176146946150235,,,,2025-02-20,19:00:00
EONET_12722,Wildfire in Ethiopia 1023525,,Wildfires,33.65861944468327  8.17501269597591,,,,2025-02-20,19:00:00
EONET_12723,Wildfire in Australia 1023527,,Wildfires,142.78275723204698  -22.643450133997057,,,,2025-02-20,19:00:00
EONET_12762,Wildfire in Australia 1023536,,Wildfires,149.0564292803252  -25.337344097177343,,,,2025-02-20,19:00:00
EONET_12737,Blue Springs 06 RX Wildfire  Covington  Alabama,,Wildfires,-86.591103  31.125228,,,,2025-02-20,16:24:00
EONET_12732,Comp 57 RX Wildfire  Bibb  Alabama,,Wildfires,-87.365582  32.896732,,,,2025-02-20,08:02:00
EONET_12815,Nyamulagira Volcano  DR Congo,,Volcanoes,29.2  -1.408,,,,2025-02-20,00:00:00
EONET_12712,Wildfire in Central African Republic 1023520,,Wildfires,21.915248070388163  8.373105500593436,,,,2025-02-19,19:00:00
EONET_12724,Wildfire in Ethiopia 1023526,,Wildfires,33.735090254905415  7.723215744328552,,,,2025-02-19,19:00:00
EONET_12755,Wildfire in South Africa 1023530,,Wildfires,19.251620190788337  -33.330132018305164,,,,2025-02-19,19:00:00
EONET_12763,Wildfire in Sudan  Ethiopia 1023535,,Wildfires,33.12298028862088  8.277626012392249,,,,2025-02-19,19:00:00
EONET_12807,Wildfire in Sudan 1023543,,Wildfires,32.984554609117694  8.355972966812852,,,,2025-02-19,19:00:00
EONET_12742,Rx San Jacinto 0486 Wildfire  San Jacinto  Texas,,Wildfires,-95.28388889  30.825,,,,2025-02-19,08:46:00
EONET_12813,Lewotolok Volcano  Indonesia,,Volcanoes,123.508  -8.274,,,,2025-02-19,00:00:00
EONET_12708,Wildfire in Sudan 1023516,,Wildfires,26.533734108251064  14.298509735329041,,,,2025-02-18,19:00:00
EONET_12744,OSF CPT 1 Rx 0218 Wildfire  Baker  Florida,,Wildfires,-82.308383  30.437883,,,,2025-02-18,09:21:00
EONET_12725,Wildfire in Senegal 1023528,,Wildfires,-14.630241940697934  13.150422245391681,,,,2025-02-17,19:00:00
EONET_12756,Wildfire in Russian Federation 1023532,,Wildfires,131.76582661325727  44.32929528069575,,,,2025-02-17,19:00:00
EONET_12733,Comp 20 RX Wildfire  Macon  Alabama,,Wildfires,-85.561  32.49105,,,,2025-02-17,13:33:00
EONET_12746,RX Cottle 0479 Wildfire  Cottle  Texas,,Wildfires,-100.4166667  34.13333333,,,,2025-02-17,11:45:00
EONET_12703,Wildfire in Australia 1023511,,Wildfires,116.1659697685877  -34.789985012057016,,,,2025-02-16,19:00:00
EONET_12713,Wildfire in Australia 1023523,,Wildfires,116.15230836347173  -34.800221174996494,,,,2025-02-16,19:00:00
EONET_12760,Wildfire in Senegal 1023533,,Wildfires,-15.791538888608104  13.094987169869531,,,,2025-02-16,19:00:00
EONET_12740,BUENOS ARIES PILES RX Wildfire  Pima  Arizona,,Wildfires,-111.50325  31.583117,,,,2025-02-16,10:36:00
EONET_12704,Wildfire in Ethiopia 1023514,,Wildfires,34.62631506346511  6.812385468960663,,,,2025-02-15,19:00:00
EONET_12705,Wildfire in Ethiopia 1023512,,Wildfires,35.9939186682305  10.944443243024828,,,,2025-02-15,19:00:00
EONET_12706,Wildfire in Cameroon 1023513,,Wildfires,10.925303964705574  5.158772005459642,,,,2025-02-15,19:00:00
EONET_12707,Wildfire in Central African Republic 1023515,,Wildfires,24.00830468932926  7.021187520376965,,,,2025-02-15,19:00:00
EONET_12709,Wildfire in Cameroon 1023517,,Wildfires,13.448953535900284  5.740728789547437,,,,2025-02-15,19:00:00
EONET_12710,Wildfire in Cameroon 1023518,,Wildfires,11.601622549677574  5.707452633392769,,,,2025-02-15,19:00:00
EONET_12714,Wildfire in Sudan 1023521,,Wildfires,33.580453919550074  8.639136349312977,,,,2025-02-15,19:00:00
EONET_12715,Wildfire in Ethiopia 1023522,,Wildfires,33.16979337386354  7.921367182712195,,,,2025-02-15,19:00:00
EONET_12757,Wildfire in Sudan 1023529,,Wildfires,32.84602877090451  8.485468125944076,,,,2025-02-15,19:00:00
EONET_12761,Wildfire in The Democratic Republic of Congo 1023534,,Wildfires,29.188091947155684  -1.41379366550985,,,,2025-02-15,19:00:00
EONET_12743,Stillwater NWR FY25 RX Wildfire  Churchill  Nevada,,Wildfires,-118.47135  39.628117,,,,2025-02-14,19:00:00
EONET_12738,SUNNYSIDE RX Wildfire  Cochise  Arizona,,Wildfires,-110.415004  31.417493,,,,2025-02-13,17:12:00
EONET_12729,RKC 02/03 RX Wildfire  Escambia  Alabama,,Wildfires,-86.793957  31.034866,,,,2025-02-13,12:40:00
EONET_12749,OKR Minnies Island Rx 0212 Wildfire  Charlton  Georgia,,Wildfires,-82.351383  30.886667,,,,2025-02-12,09:54:00
EONET_12750,OSF CPT 43 50 Rx 0212 Wildfire  Columbia  Florida,,Wildfires,-82.504117  30.345217,,,,2025-02-12,08:32:00
EONET_12748,MIR T-27A Rx 0212 Wildfire  Brevard  Florida,,Wildfires,-80.6804  28.664267,,,,2025-02-12,07:54:00
EONET_12747,OKR CPT 6 Mims Island Rx 0212 Wildfire  Ware  Georgia,,Wildfires,-82.301167  30.581117,,,,2025-02-11,13:13:00
EONET_12752,OSF CPT 23 24 Rx 0211 Wildfire  Columbia  Florida,,Wildfires,-82.516383  30.369833,,,,2025-02-11,07:25:00
EONET_12675,Rx Trinity 0423 Wildfire  Trinity  Texas,,Wildfires,-95.41861111  30.95888889,,,,2025-02-10,20:28:00
EONET_12751,Dismal West RX Wildfire  Thomas  Nebraska,,Wildfires,-100.29995  41.891333,,,,2025-02-10,11:22:00
EONET_12671,Wildfire in Australia 1023510,,Wildfires,120.83976940333025  -33.60615814406219,,,,2025-02-09,19:00:00
EONET_12681,RX Kimble 0417 Wildfire  Kimble  Texas,,Wildfires,-99.71893567  30.41878606,,,,2025-02-09,09:32:00
EONET_12672,Wildfire in Australia 1023509,,Wildfires,116.4135338570653  -34.66225013239765,,,,2025-02-08,19:00:00
EONET_12676,COTTONWOOD CANYON Wildfire  Lincoln  New Mexico,Highway 246 to mile marker 14,Wildfires,-105.40959  33.7113,,,,2025-02-08,13:26:00
EONET_12682,BAR Rogers Bee Creek RX Wildfire  Travis  Texas,,Wildfires,-98.0428  30.5792,,,,2025-02-08,12:08:00
EONET_12666,Wildfire in Australia 1023505,,Wildfires,144.89278913265767  -41.41849649911012,,,,2025-02-07,19:00:00
EONET_12673,Wildfire in Cameroon 1023507,,Wildfires,12.765299415367926  5.992173212751177,,,,2025-02-07,19:00:00
EONET_12739,Iceman RX Wildfire  Lawrence  South Dakota,,Wildfires,-103.818467  44.178633,,,,2025-02-07,09:58:00
EONET_12687,RX KIS C-44-51 Wildfire  Natchitoches  Louisiana,,Wildfires,-93.018056  31.448056,,,,2025-02-07,09:20:00
EONET_12686,RX CAT C-95 Wildfire  Grant  Louisiana,,Wildfires,-92.543084  31.462534,,,,2025-02-07,09:09:00
EONET_12684,SHNF C-105 RX Wildfire  San Jacinto  Texas,,Wildfires,-95.116667  30.5,,,,2025-02-07,08:40:00
EONET_12685,MiC04 RX Wildfire  Escambia  Alabama,,Wildfires,-86.777237  31.065655,,,,2025-02-07,08:02:00
EONET_12693,RX KIS C-28-41 Wildfire  Natchitoches  Louisiana,,Wildfires,-93.065833  31.453611,,,,2025-02-06,15:57:00
EONET_12677,Kings Ferry Wildfire  Franklin  Mississippi,Kings Ferry and FS Road 107H in Southern Franklin County within Caston Creek WMA,Wildfires,-90.893408  31.374053,,,,2025-02-06,13:14:00
EONET_12689,LBJ COMP 908 S RX Wildfire  Wise  Texas,,Wildfires,-97.645533  33.40895,,,,2025-02-06,09:46:00
EONET_12695,RX Cottle 0384 Wildfire  Cottle  Texas,,Wildfires,-100.4166667  34.13333333,,,,2025-02-06,09:31:00
EONET_12690,SNF Indian Mounds C-102 RX Wildfire  Sabine  Texas,,Wildfires,-93.703333  31.317717,,,,2025-02-06,09:10:00
EONET_12692,RX CALV C-111 Wildfire  Vernon  Louisiana,,Wildfires,-93.144  30.976,,,,2025-02-06,09:09:00
EONET_12694,DCNF COMP 34 RX Wildfire  Houston  Texas,,Wildfires,-95.1963  31.3924,,,,2025-02-06,09:04:00
EONET_12688,ANF Mud Creek RX Wildfire  Angelina  Texas,,Wildfires,-94.316883  31.175467,,,,2025-02-06,08:57:00
EONET_12824,RX Compartment 166-170 Wildfire  Oglethorpe  Georgia,,Wildfires,-83.266083  33.772783,,,,2025-02-05,13:49:00
EONET_12696,DCNF COMP 28 RX Wildfire  Houston  Texas,,Wildfires,-95.1042  31.3999,,,,2025-02-05,12:15:00
EONET_12697,SHNF COMP 21 RX Wildfire  Montgomery  Texas,,Wildfires,-95.654833  30.528333,,,,2025-02-05,09:35:00
EONET_12679,RKC 06/07 RX Wildfire  Escambia  Alabama,,Wildfires,-86.833059  31.007087,,,,2025-02-05,09:33:00
EONET_12691,Rx Polk 0366 Wildfire  Polk  Texas,,Wildfires,-94.67  30.81601,,,,2025-02-05,08:57:00
EONET_12654,Wildfire in Sudan 1023495,,Wildfires,33.55179468121498  7.581735889510396,,,,2025-02-04,19:00:00
EONET_12667,Wildfire in Ethiopia 1023502,,Wildfires,34.27492944950135  7.224850642541192,,,,2025-02-04,19:00:00
EONET_12700,RKC04/05 RX Wildfire  Escambia  Alabama,,Wildfires,-86.810544  31.026977,,,,2025-02-04,18:11:00
EONET_12680,BrB 04 RX Wildfire  Covington  Alabama,,Wildfires,-86.631821  31.093738,,,,2025-02-04,18:05:00
EONET_12683,MiC 07 RX Wildfire  Escambia  Alabama,,Wildfires,-86.725788  31.070564,,,,2025-02-04,17:56:00
EONET_12741,BrB05 Rx Wildfire  Covington  Alabama,,Wildfires,-86.6629  31.088143,,,,2025-02-04,17:53:00
EONET_12647,Wildfire in Chad 1023486,,Wildfires,19.791915103344596  14.434706510708589,,,,2025-02-03,19:00:00
EONET_12655,Wildfire in Sudan 1023496,,Wildfires,32.86439845438164  8.106091862888794,,,,2025-02-03,19:00:00
EONET_12664,Wildfire in The Democratic Republic of Congo 1023500,,Wildfires,29.60683213109463  4.244247573323041,,,,2025-02-03,19:00:00
EONET_12668,Wildfire in The Democratic Republic of Congo 1023506,,Wildfires,29.66008976360997  4.430541130428701,,,,2025-02-03,19:00:00
EONET_12669,Wildfire in Central African Republic 1023503,,Wildfires,23.59600170653006  7.1207920563773595,,,,2025-02-03,19:00:00
EONET_12670,Wildfire in Venezuela 1023504,,Wildfires,-69.51307154577344  7.867227016877645,,,,2025-02-03,19:00:00
EONET_12620,Rx Cedar Lake N Shore Wildfire  Le Flore  Oklahoma,,Wildfires,-94.7045  34.773117,,,,2025-02-03,10:46:00
EONET_12622,Comp 2 RX Wildfire  Hale  Alabama,,Wildfires,-87.476667  32.966333,,,,2025-02-03,10:19:00
EONET_12699,Pyramid SRA 2 RX Wildfire  Perry  Illinois,,Wildfires,-89.52647  38.0065,,,,2025-02-03,09:44:00
EONET_12621,RX - Cades Cove Wildfire  Blount  Tennessee,,Wildfires,-83.803833  35.591333,,,,2025-02-03,09:09:00
EONET_12642,Wildfire in Australia 1023479,,Wildfires,144.99643423665097  -41.545329380223215,,,,2025-02-02,19:00:00
EONET_12648,Wildfire in Chad 1023483,,Wildfires,19.74483578980161  11.719616923580602,,,,2025-02-02,19:00:00
EONET_12649,Wildfire in Argentina 1023485,,Wildfires,-58.30192154366178  -29.546235675996385,,,,2025-02-02,19:00:00
EONET_12656,Wildfire in Australia 1023493,,Wildfires,145.29635138093386  -41.61247878410094,,,,2025-02-02,19:00:00
EONET_12657,Wildfire in Australia 1023494,,Wildfires,138.0758590504984  -32.7383457270778,,,,2025-02-02,19:00:00
EONET_12665,Wildfire in Australia 1023501,,Wildfires,139.39973681864168  -30.104321913048224,,,,2025-02-02,19:00:00
EONET_12674,Wildfire in Australia 1023508,,Wildfires,145.92134868577241  -41.79390265112694,,,,2025-02-02,19:00:00
EONET_12626,ANF Bannister East RX Wildfire  San Augustine  Texas,,Wildfires,-94.21575  31.3347,,,,2025-02-02,09:19:00
EONET_12625,ANF Bullet Creek RX Wildfire  San Augustine  Texas,,Wildfires,-94.305583  31.2783,,,,2025-02-02,09:14:00
EONET_12611,Wildfire in Australia 1023472,,Wildfires,141.43774569174607  -36.59669026588205,,,,2025-02-01,19:00:00
EONET_12612,Wildfire in Australia 1023474,,Wildfires,141.4270239294413  -36.61220067228274,,,,2025-02-01,19:00:00
EONET_12658,Wildfire in Sudan 1023490,,Wildfires,32.84008263788477  8.310542967083636,,,,2025-02-01,19:00:00
EONET_12659,Wildfire in Central African Republic 1023497,,Wildfires,24.37244301642445  6.653354631996438,,,,2025-02-01,19:00:00
EONET_12663,Wildfire in Guinea 1023499,,Wildfires,-9.80178177483444  9.291269831717326,,,,2025-02-01,19:00:00
EONET_12619,Blue Hills Wildfire  Moore  Texas,about 22 miles south east of Dumas Texas.,Wildfires,-101.65394  35.70057,,,,2025-02-01,15:41:00
EONET_12594,Wildfire in Australia 1023459,,Wildfires,129.5254345867185  -21.64408170376146,,,,2025-01-31,19:00:00
EONET_12638,Wildfire in The Democratic Republic of Congo 1023476,,Wildfires,29.691445600068988  4.391303135306596,,,,2025-01-31,19:00:00
EONET_12639,Wildfire in Australia 1023477,,Wildfires,133.2365228848466  -23.71304577349745,,,,2025-01-31,19:00:00
EONET_12630,BFR HFR Unit 9/10 RX Wildfire  Randall  Texas,,Wildfires,-102.103892  34.895881,,,,2025-01-31,08:52:00
EONET_12628,APQ Recreation Area 10 Rx  0131 Wildfire  Highlands  Florida,,Wildfires,-81.201153  27.639541,,,,2025-01-31,08:28:00
EONET_12618,Iceberg A84,,Sea and Lake Ice,-75.8  -72.69,-77.85  -72.19,-79.81  -72.06,-81.03  -72.88,2025-01-31,00:00:00
EONET_12595,Wildfire in Australia 1023460,,Wildfires,129.76627104819855  -21.57456381971143,,,,2025-01-30,19:00:00
EONET_12596,Wildfire in Australia 1023461,,Wildfires,128.22824873414183  -21.908774378537625,,,,2025-01-30,19:00:00
EONET_12660,Wildfire in Central African Republic 1023491,,Wildfires,23.48879600480071  6.371227222863023,,,,2025-01-30,19:00:00
EONET_12661,Wildfire in Australia 1023498,,Wildfires,114.53919872604449  -26.72809886289526,,,,2025-01-30,19:00:00
EONET_12635,Rx Camp 0251 Wildfire  Camp  Texas,,Wildfires,-94.856  32.949027,,,,2025-01-30,09:47:00
EONET_12632,APQ Recreation Area 10 Rx 0130 Wildfire  Highlands  Florida,,Wildfires,-81.201153  27.639541,,,,2025-01-30,09:07:00
EONET_12634,MiC 02 RX Wildfire  Escambia  Alabama,,Wildfires,-86.741262  31.0947,,,,2025-01-30,08:18:00
EONET_12631,OSF CPT 34 35 Rx 0130 Wildfire  Baker  Florida,,Wildfires,-82.315783  30.348833,,,,2025-01-30,07:41:00
EONET_12633,FPR Big Pine Island Rx 0130 Wildfire  Collier  Florida,,Wildfires,-81.375717  26.194033,,,,2025-01-30,07:14:00
EONET_12623,NORTH FORK Wildfire  McDowell  North Carolina,Graveyard Mountain,Wildfires,-82.012972  35.780278,,,,2025-01-29,19:19:00
EONET_12576,Wildfire in Australia 1023446,,Wildfires,136.24833739827668  -21.28478969016617,,,,2025-01-29,19:00:00
EONET_12577,Wildfire in Australia 1023447,,Wildfires,129.99623318922966  -21.88545679030662,,,,2025-01-29,19:00:00
EONET_12578,Wildfire in Australia 1023448,,Wildfires,133.36242480924074  -23.61386299955419,,,,2025-01-29,19:00:00
EONET_12579,Wildfire in Australia 1023449,,Wildfires,130.06978055529294  -21.744266064008457,,,,2025-01-29,19:00:00
EONET_12580,Wildfire in Australia 1023450,,Wildfires,129.8340025202946  -21.896389066878967,,,,2025-01-29,19:00:00
EONET_12581,Wildfire in Argentina 1023453,,Wildfires,-64.99776701739984  -42.42085113643347,,,,2025-01-29,19:00:00
EONET_12597,Wildfire in Australia 1023458,,Wildfires,130.41058593591805  -21.986378553248763,,,,2025-01-29,19:00:00
EONET_12601,Wildfire in Australia 1023464,,Wildfires,121.3404813531587  -22.63570407297024,,,,2025-01-29,19:00:00
EONET_12602,Wildfire in Australia 1023465,,Wildfires,130.52624581854514  -21.968328145153276,,,,2025-01-29,19:00:00
EONET_12603,Wildfire in Argentina 1023466,,Wildfires,-71.27855558190157  -39.549283063006605,,,,2025-01-29,19:00:00
EONET_12604,Wildfire in The Democratic Republic of Congo 1023467,,Wildfires,26.344467867976064  4.7114204743932655,,,,2025-01-29,19:00:00
EONET_12605,Wildfire in Australia 1023468,,Wildfires,136.0485708807638  -21.24119156101582,,,,2025-01-29,19:00:00
EONET_12613,Wildfire in The Democratic Republic of Congo 1023473,,Wildfires,29.54600839192834  4.169479291926629,,,,2025-01-29,19:00:00
EONET_12643,Wildfire in Australia 1023482,,Wildfires,135.37777735987646  -18.171704188049798,,,,2025-01-29,19:00:00
EONET_12650,Wildfire in Argentina 1023484,,Wildfires,-71.57446270555205  -41.87159400914621,,,,2025-01-29,19:00:00
EONET_12662,Wildfire in Central African Republic 1023492,,Wildfires,25.627342431436055  6.526968954050283,,,,2025-01-29,19:00:00
EONET_12627,Cahas Mounttain Fire Wildfire  Franklin  Virginia,2924 Wades Gap Road  Callaway  Franklin County,Wildfires,-80.0352778  37.1205556,,,,2025-01-29,17:04:00
EONET_12637,OSF CPT 129 19 RX 0129 Wildfire  Columbia  Florida,,Wildfires,-82.591117  30.407667,,,,2025-01-29,08:12:00
EONET_12636,EVP HID Rx 0129 Wildfire  Miami-Dade  Florida,,Wildfires,-80.729517  25.359967,,,,2025-01-29,06:54:00
EONET_12606,Wildfire in Central African Republic 1023462,,Wildfires,20.755136879863  7.2170449334925735,,,,2025-01-28,19:00:00
EONET_12607,Wildfire in Argentina 1023469,,Wildfires,-71.53338735597129  -44.11259937851845,,,,2025-01-28,19:00:00
EONET_12608,Wildfire in Central African Republic 1023463,,Wildfires,24.54248508156241  6.542163458246979,,,,2025-01-28,19:00:00
EONET_12614,Wildfire in The Democratic Republic of Congo 1023470,,Wildfires,26.37529569387727  4.461904024310162,,,,2025-01-28,19:00:00
EONET_12644,Wildfire in Central African Republic 1023480,,Wildfires,21.285451024725283  7.590988359496671,,,,2025-01-28,19:00:00
EONET_12651,Wildfire in Central African Republic 1023487,,Wildfires,25.136092727396697  6.919191198615752,,,,2025-01-28,19:00:00
EONET_12652,Wildfire in Argentina 1023488,,Wildfires,-60.447795168425365  -28.72112020073024,,,,2025-01-28,19:00:00
EONET_12549,RX Cottle 0244 Wildfire  Cottle  Texas,,Wildfires,-100.4166667  34.13333333,,,,2025-01-28,14:26:00
EONET_12547,Rx Big Flat Wildfire  Johnson  Arkansas,,Wildfires,-93.687909  35.654283,,,,2025-01-28,08:50:00
EONET_12548,Buttram RX Wildfire  Ozark  Missouri,,Wildfires,-92.764833  36.702667,,,,2025-01-28,07:35:00
EONET_12546,ANF BU 312 Rx 0128 Wildfire  Wakulla  Florida,,Wildfires,-84.647  30.196,,,,2025-01-28,07:00:00
EONET_12565,Wildfire in Australia 1023430,,Wildfires,128.53236848328459  -20.88336116083613,,,,2025-01-27,19:00:00
EONET_12566,Wildfire in Australia 1023431,,Wildfires,133.55486210204344  -23.6954090111821,,,,2025-01-27,19:00:00
EONET_12567,Wildfire in Australia 1023434,,Wildfires,137.05208275210717  -20.47876545478382,,,,2025-01-27,19:00:00
